"","Nome","X","X.1","RT","Squadra.x","Kap.","X350K..8.","X350K..10.","X500K..8.","X500K..10.","M.V.","Pres.","Id","R","Squadra.y","Pg","Mv","Mf","Gf","Gs","Rp","Rc","R+","R-","Ass","Asf","Amm","Esp","Au"
"636","ONGUENE",247,NA,"
                        
                                                  D
                        

                        ","Genoa",8,NA,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637","OPOKU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2793","D","Udinese","7","5.79","5.57","0","0","0","0","0","0","0","0","1","1","0"
"638","ORSOLINI",583,NA,"
                        
                                                  A
                        

                        ","Bologna",23,25.48,27.11,23.2,29.66,NA,NA,"2167","A","Bologna","37","5.92","6.69","8","0","0","0","0","0","4","2","3","0","0"
"639","OSIMHEN",599,NA,"
                        
                                                  A
                        

                        ","Napoli",25,54.28,66.75,63.91,76.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"640","OSORIO",200,NA,"
                        
                                                  D
                        

                        ","Parma",7,NA,1.08,NA,2.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641","OSPINA",429,NA,"
                        
                                                  P
                        

                        ","Napoli",13,16.37,19.88,13.7,21.89,NA,NA,"2468","P","Napoli","17","6.09","5.09","0","17","0","0","0","0","0","0","0","0","0"
"642","OUNAS",420,NA,"
                        
                                                  A
                        

                        ","Crotone",13,14.99,18.43,11.83,14.7,NA,NA,"2195","A","Napoli","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"643","OUWEJAN",318,NA,"
                        
                                                  C
                        

                        ","Udinese",10,NA,NA,NA,10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644","PADELLI",54,NA,"
                        
                                                  P
                        

                        ","Inter",1,1.55,1.73,1.05,1.24,NA,NA,"543","P","Inter","3","5.33","4","0","4","0","0","0","0","0","0","0","0","0"
"645","PAJAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1876","D","Genoa","11","5.65","5.6","0","0","0","0","0","0","0","0","1","0","0"
"646","PALACIO",486,NA,"
                        
                                                  A
                        

                        ","Bologna",16,17.93,18.88,19.58,22.69,NA,NA,"280","A","Bologna","35","6.09","6.72","7","0","0","0","0","0","3","0","5","0","0"
"647","PALACIOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4900","C","Atalanta","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"648","PALEARI",32,NA,"
                        
                                                  P
                        

                        ","Genoa",1,NA,1.1,NA,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649","PALOMINO",407,NA,"
                        
                                                  D
                        

                        ","Atalanta",13,14.89,15.36,15.35,18.36,NA,NA,"2181","D","Atalanta","30","5.97","6.05","2","0","0","0","0","0","1","0","5","0","1"
"650","PALOSCHI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"126","A","Cagliari","17","5.54","5.54","0","0","0","0","0","0","0","0","0","0","0"
"651","PALUMBO",90,NA,"
                        
                                                  C
                        

                        ","Udinese",3,NA,NA,NA,0.88,NA,NA,"4953","C","Udinese","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"652","PANDEV",530,NA,"
                        
                                                  A
                        

                        ","Genoa",18,22.92,27.12,19.29,23.01,NA,NA,"245","A","Genoa","34","6.28","7.19","9","0","0","0","0","0","2","0","4","1","0"
"653","PANDUR",33,NA,"
                        
                                                  P
                        

                        ","Verona",1,1.09,1.29,0.97,1.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"654","PAPETTI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4920","D","Brescia","11","5.41","5.45","1","0","0","0","0","0","0","0","5","0","0"
"655","PAQUETA'",360,NA,"
                        
                                                  C
                        

                        ","Estero",11,NA,NA,NA,NA,NA,NA,"4322","C","Milan","24","5.62","5.5","0","0","0","0","0","0","0","1","7","0","0"
"656","PARIGINI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1982","C","Genoa","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"657","PAROLO",375,NA,"
                        
                                                  C
                        

                        ","Lazio",12,14.68,17.52,11.86,14.69,NA,NA,"342","C","Lazio","29","5.86","5.82","1","0","0","0","0","0","0","0","8","0","0"
"658","PASALIC",579,NA,"
                        
                                                  C
                        

                        ","Atalanta",22,23.57,27.33,24.36,31.02,NA,NA,"2077","C","Atalanta","35","6.15","6.88","9","0","0","0","0","0","3","0","6","0","1"
"659","PASTINA",79,NA,"
                        
                                                  D
                        

                        ","Benevento",2,NA,1.1,NA,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660","PASTORE",339,NA,"
                        
                                                  C
                        

                        ","Roma",10,NA,11.45,NA,NA,NA,NA,"2378","C","Roma","11","6.06","6.06","0","0","0","0","0","0","0","0","0","0","0"
"661","PATRIC",296,NA,"
                        
                                                  D
                        

                        ","Lazio",9,2.93,3.38,NA,3.42,NA,NA,"327","D","Lazio","21","5.83","5.74","0","0","0","0","0","0","0","0","2","1","0"
"662","PAU LOPEZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4419","P","Roma","32","6.08","4.72","0","45","1","0","0","0","0","0","3","0","0"
"663","PAVOLETTI",533,NA,"
                        
                                                  A
                        

                        ","Cagliari",18,19.78,21.72,21.85,26,NA,NA,"247","A","Cagliari","2","5.5","5.5","0","0","0","0","0","0","0","0","0","0","0"
"664","PAZ",174,NA,"
                        
                                                  D
                        

                        ","Estero",6,NA,NA,NA,NA,NA,NA,"2747","D","Lecce","16","5.54","5.42","0","0","0","0","0","0","1","0","5","0","0"
"665","PAZZINI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"636","A","Verona","15","6.28","7.61","1","0","0","3","3","0","0","0","0","0","0"
"666","PEDRO",587,NA,"
                        
                                                  A
                        

                        ","Roma",23,29.07,30.93,37.82,42.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667","PEDRO G.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4527","A","Fiorentina","4","5.5","5.5","0","0","0","0","0","0","0","0","0","0","0"
"668","PEDRO NETO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2333","A","Lazio","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"669","PEETERS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2785","C","Juventus","1","6","6","0","0","0","0","0","0","0","0","0","0","0"
"670","PEGOLO",60,NA,"
                        
                                                  P
                        

                        ","Sassuolo",1,1.28,1.4,1.01,1.23,NA,NA,"510","P","Sassuolo","5","6.7","5.9","0","4","0","0","0","0","0","0","0","0","0"
"671","PELLE",482,NA,"
                        
                                                  A
                        

                        ","Parma",15,24.39,28.89,15.06,22.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"672","PELLEGRINI LO.",611,NA,"
                        
                                                  C
                        

                        ","Roma",28,23.23,30.55,24.08,31.57,NA,NA,"530","C","Roma","27","6.2","6.5","1","0","0","0","0","0","7","2","6","1","0"
"673","PELLEGRINI LU.",215,NA,"
                        
                                                  D
                        

                        ","Genoa",7,3.78,3.87,10.12,5.79,NA,NA,"2728","D","Cagliari","24","6.04","6.04","0","0","0","0","0","0","5","0","10","0","0"
"674","PELUSO",138,NA,"
                        
                                                  D
                        

                        ","Sassuolo",5,NA,4.75,NA,0.53,NA,NA,"521","D","Sassuolo","23","5.4","5.28","0","0","0","0","0","0","1","0","5","1","0"
"675","PEREIRA",383,NA,"
                        
                                                  C
                        

                        ","Lazio",12,13.4,15.07,13.07,15.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676","PEREIRA",344,NA,"
                        
                                                  C
                        

                        ","Crotone",11,NA,12.1,NA,5.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"677","PEREIRO",332,NA,"
                        
                                                  A
                        

                        ","Cagliari",10,NA,12.66,NA,NA,NA,NA,"4886","C","Cagliari","10","5.75","5.94","1","0","0","0","0","0","0","0","3","0","0"
"678","PEREYRA",554,NA,"
                        
                                                  C
                        

                        ","Udinese",19,20.59,21.52,17.09,21.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679","PEREZ",410,NA,"
                        
                                                  A
                        

                        ","Roma",13,NA,15.32,NA,7.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680","PERICA",290,NA,"
                        
                                                  A
                        

                        ","Estero",9,NA,NA,NA,NA,NA,NA,"605","A","Udinese","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"681","PERIN",483,NA,"
                        
                                                  P
                        

                        ","Genoa",15,16.85,20.87,13.86,17.19,NA,NA,"218","P","Genoa","21","6.12","4.29","0","38","0","0","0","0","0","0","1","0","0"
"682","PERISAN",25,NA,"
                        
                                                  P
                        

                        ","Serie Minori",1,NA,NA,NA,1.06,NA,NA,"673","P","Udinese","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"683","PERISIC",572,NA,"
                        
                                                  A
                        

                        ","Inter",21,24.58,24.64,18.04,23.1,NA,NA,"704","C","Inter","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"684","PEROTTI",433,NA,"
                        
                                                  C
                        

                        ","Estero",13,NA,NA,NA,NA,NA,NA,"237","C","Roma","21","6.03","7","1","0","0","4","4","0","2","1","3","1","0"
"685","PESSINA",520,NA,"
                        
                                                  C
                        

                        ","Atalanta",17,24.41,26.67,26.4,28.96,NA,NA,"2741","C","Verona","35","6.04","6.56","7","0","0","0","0","0","0","0","7","0","0"
"686","PETAGNA",569,NA,"
                        
                                                  A
                        

                        ","Napoli",21,23.73,25.59,19.45,25.72,NA,NA,"383","A","SPAL","36","5.93","6.72","7","0","0","7","5","2","1","0","5","0","0"
"687","PETRELLI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4466","A","Juventus","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"688","PETRICCIONE",310,NA,"
                        
                                                  C
                        

                        ","Crotone",10,NA,NA,NA,NA,NA,NA,"179","C","Lecce","31","5.92","5.85","0","0","0","0","0","0","3","0","10","0","0"
"689","PETTINARI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2070","A","Lecce","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"690","PEZZELLA GER.",424,NA,"
                        
                                                  D
                        

                        ","Fiorentina",13,18.06,21.07,15.48,18.83,NA,NA,"2309","D","Fiorentina","33","6.06","6.16","3","0","0","0","0","0","0","0","12","0","0"
"691","PEZZELLA GIU.",370,NA,"
                        
                                                  D
                        

                        ","Parma",11,13.37,15.83,NA,5.36,NA,NA,"770","D","Parma","23","5.71","5.66","0","0","0","0","0","0","0","0","2","0","0"
"692","PIATEK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2756","A","Milan","18","5.56","6.19","1","0","0","3","3","0","0","0","1","0","0"
"693","PICCINI",273,NA,"
                        
                                                  C
                        

                        ","Estero",9,NA,NA,NA,1.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"694","PICCININI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4951","D","Sassuolo","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"695","PICCOLI",249,NA,"
                        
                                                  A
                        

                        ","Spezia",8,NA,2.83,4.9,3.72,NA,NA,"4359","A","Atalanta","1","5.5","5.5","0","0","0","0","0","0","0","0","0","0","0"
"696","PINAMONTI",412,NA,"
                        
                                                  A
                        

                        ","Inter",13,NA,14.11,NA,5.74,NA,NA,"2038","A","Genoa","32","5.7","6.12","4","0","0","2","1","1","1","0","1","0","0"
