"","Nome","X","X.1","RT","Squadra.x","Kap.","X350K..8.","X350K..10.","X500K..8.","X500K..10.","M.V.","Pres.","Id","R","Squadra.y","Pg","Mv","Mf","Gf","Gs","Rp","Rc","R+","R-","Ass","Asf","Amm","Esp","Au"
"498","LO FASO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2048","A","Lecce","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"499","LOBOTKA",328,NA,"
                        
                                                  C
                        

                        ","Napoli",10,NA,10.85,NA,5.3,NA,NA,"4287","C","Napoli","14","6.12","6.12","0","0","0","0","0","0","0","0","0","0","0"
"500","LOCATELLI",563,NA,"
                        
                                                  C
                        

                        ","Sassuolo",20,20.58,20.74,20.35,24.93,NA,NA,"827","C","Sassuolo","33","6.24","6.17","0","0","0","0","0","0","4","0","9","0","1"
"501","LOMBARDI",208,NA,"
                        
                                                  C
                        

                        ","Serie Minori",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502","LOPEZ",348,NA,"
                        
                                                  P
                        

                        ","Roma",11,13.59,14.68,13.95,16.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","LOPEZ",385,NA,"
                        
                                                  C
                        

                        ","Sassuolo",12,13.54,16.82,NA,8.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","LOVATO",196,NA,"
                        
                                                  D
                        

                        ","Verona",7,6.47,6.47,3.71,4.11,NA,NA,"4934","D","Verona","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"505","LOZANO",623,NA,"
                        
                                                  A
                        

                        ","Napoli",32,32.67,34.53,29.49,35.52,NA,NA,"4517","A","Napoli","26","5.92","6.4","4","0","0","0","0","0","1","0","3","0","0"
"506","LUCAS FELIPPE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4499","C","Verona","2","6","6","0","0","0","0","0","0","0","0","0","0","0"
"507","LUCAS LEIVA",404,NA,"
                        
                                                  C
                        

                        ","Lazio",12,14.13,17.22,12.81,15.39,NA,NA,"2209","C","Lazio","25","6.04","5.88","0","0","0","0","0","0","1","0","8","1","0"
"508","LUCATELLI",28,NA,"
                        
                                                  P
                        

                        ","Benevento",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","LUCIONI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2241","D","Lecce","36","5.65","5.71","3","0","0","0","0","0","0","0","8","1","1"
"510","LUIS ALBERTO",629,NA,"
                        
                                                  C
                        

                        ","Lazio",38,36.94,47.5,43.92,50.87,NA,NA,"2085","C","Lazio","36","6.46","7.31","5","0","0","1","1","0","14","1","5","0","0"
"511","LUIZ FELIPE",396,NA,"
                        
                                                  D
                        

                        ","Lazio",12,13.89,13.96,11.86,15.41,NA,NA,"2335","D","Lazio","26","6","6.04","1","0","0","0","0","0","1","0","6","0","0"
"512","LUKAKU",643,NA,"
                        
                                                  A
                        

                        ","Inter",61,115.31,123.79,154.48,168.11,NA,NA,"2531","A","Inter","36","6.42","8.33","17","0","0","6","6","0","1","0","2","0","0"
"513","LUKAKU J.",149,NA,"
                        
                                                  D
                        

                        ","Estero",6,NA,NA,NA,NA,NA,NA,"1999","D","Lazio","13","6.09","6.18","0","0","0","0","0","0","2","0","2","0","0"
"514","LUKIC",323,NA,"
                        
                                                  C
                        

                        ","Torino",10,12.1,13.35,12.74,17.35,NA,NA,"2009","C","Torino","30","5.72","5.74","1","0","0","0","0","0","1","0","5","1","0"
"515","LULIC",445,NA,"
                        
                                                  C
                        

                        ","Lazio",14,16.14,19.94,14.73,17.66,NA,NA,"338","C","Lazio","20","5.95","5.9","0","0","0","0","0","0","2","0","6","0","0"
"516","LUPERTO",152,NA,"
                        
                                                  D
                        

                        ","Crotone",6,4.27,4.75,NA,5.21,NA,NA,"393","D","Napoli","9","5.64","5.5","0","0","0","0","0","0","0","0","2","0","0"
"517","LUVUMBO",36,NA,"
                        
                                                  A
                        

                        ","Cagliari",1,NA,1.06,NA,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518","LYANCO",260,NA,"
                        
                                                  D
                        

                        ","Torino",8,NA,4.89,NA,6.36,NA,NA,"2171","D","Torino","17","5.62","5.34","0","0","0","0","0","0","0","0","5","0","1"
"519","LYKOGIANNIS",261,NA,"
                        
                                                  D
                        

                        ","Cagliari",8,3.58,6.71,6.92,7.35,NA,NA,"2653","D","Cagliari","20","5.74","5.68","0","0","0","0","0","0","1","0","4","0","0"
"520","MACHACH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2648","C","Napoli","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"521","MACHIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"666","C","Parma","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"522","MAEHLE",321,NA,"
                        
                                                  C
                        

                        ","Atalanta",10,13.03,16.09,10,12.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523","MAGALLAN",154,NA,"
                        
                                                  D
                        

                        ","Crotone",6,6.75,7.62,5.47,6.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"524","MAGGIO",142,NA,"
                        
                                                  D
                        

                        ","Serie Minori",5,NA,6.15,NA,1.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"525","MAGGIORE",389,NA,"
                        
                                                  C
                        

                        ","Spezia",12,13.07,16.08,24.75,24.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"526","MAGNANELLI",227,NA,"
                        
                                                  C
                        

                        ","Sassuolo",7,NA,5.7,NA,NA,NA,NA,"528","C","Sassuolo","22","5.94","5.79","0","0","0","0","0","0","0","0","5","0","0"
"527","MAGNANI",169,NA,"
                        
                                                  D
                        

                        ","Verona",6,NA,2.81,NA,4.18,NA,NA,"2769","D","Sassuolo","10","5.67","5.92","1","0","0","0","0","0","0","0","3","0","0"
"528","MAJER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4475","C","Lecce","27","5.94","5.96","1","0","0","0","0","0","1","0","7","0","0"
"529","MAKENGO",194,NA,"
                        
                                                  C
                        

                        ","Udinese",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530","MAKSIMOVIC",301,NA,"
                        
                                                  D
                        

                        ","Napoli",9,3.26,5.83,7.95,7.49,NA,NA,"550","D","Napoli","22","5.86","6","1","0","0","0","0","0","1","0","2","0","0"
"531","MALCUIT",168,NA,"
                        
                                                  D
                        

                        ","Fiorentina",6,12.06,12.42,6.25,6.8,NA,NA,"2860","D","Napoli","4","6","6","0","0","0","0","0","0","0","0","0","0","0"
"532","MALDINI",45,NA,"
                        
                                                  C
                        

                        ","Milan",1,3.65,3.3,1,1.61,NA,NA,"4896","C","Milan","2","6","6","0","0","0","0","0","0","0","0","0","0","0"
"533","MALES",159,NA,"
                        
                                                  A
                        

                        ","Genoa",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534","MALINOVSKYI",602,NA,"
                        
                                                  C
                        

                        ","Atalanta",26,25.65,28.39,26.62,36.43,NA,NA,"4427","C","Atalanta","34","6.27","6.91","8","0","0","1","0","1","2","1","5","1","0"
"535","MALLE'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2173","A","Udinese","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"536","MAN",388,NA,"
                        
                                                  A
                        

                        ","Parma",12,13.68,14.07,15.31,17.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"537","MANCINI",578,NA,"
                        
                                                  D
                        

                        ","Roma",22,22.53,28.05,18.43,22.25,NA,NA,"2296","D","Roma","32","6.03","5.88","1","0","0","0","0","0","0","0","14","1","0"
"538","MANCOSU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","C","Lecce","33","6.09","7.2","5","0","0","11","9","2","2","0","3","0","0"
"539","MANDRAGORA",437,NA,"
                        
                                                  C
                        

                        ","Torino",13,14.97,18.23,13.66,19.43,NA,NA,"1933","C","Udinese","26","5.8","5.84","0","0","0","0","0","0","2","0","2","0","0"
"540","MANDZUKIC",523,NA,"
                        
                                                  A
                        

                        ","Milan",17,27.78,31.03,21.47,37.76,NA,NA,"312","A","Juventus","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"541","MANFREDINI",37,NA,"
                        
                                                  P
                        

                        ","Benevento",1,NA,NA,NA,1.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542","MANGRAVITI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4504","D","Brescia","13","5.42","5.35","0","0","0","0","0","0","0","0","2","0","0"
"543","MANOLAS",540,NA,"
                        
                                                  D
                        

                        ","Napoli",18,18.66,20.71,17.28,21.73,NA,NA,"459","D","Napoli","26","5.98","6.42","4","0","0","0","0","0","0","0","2","0","0"
"544","MANZARI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4936","A","Sassuolo","3","0","0","0","0","0","0","0","0","0","0","0","0","0"
"545","MARCHETTI",55,NA,"
                        
                                                  P
                        

                        ","Genoa",1,1.08,1.13,NA,0.5,NA,NA,"318","P","Genoa","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"546","MARCHIZZA",166,NA,"
                        
                                                  D
                        

                        ","Spezia",6,NA,2.58,NA,1.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547","MARIGOSU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4941","C","Cagliari","2","6","6","0","0","0","0","0","0","0","0","0","0","0"
"548","MARIN",414,NA,"
                        
                                                  C
                        

                        ","Cagliari",13,14.92,18.21,13.13,15.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549","MARIO RUI",292,NA,"
                        
                                                  D
                        

                        ","Napoli",9,4.22,4.83,7.06,6.16,NA,NA,"142","D","Napoli","24","5.85","5.74","0","0","0","0","0","0","1","1","9","0","0"
"550","MARLON",252,NA,"
                        
                                                  D
                        

                        ","Sassuolo",8,NA,8.52,NA,NA,NA,NA,"2355","D","Sassuolo","23","5.93","5.78","0","0","0","0","0","0","0","0","7","0","0"
"551","MARONI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4405","C","Sampdoria","5","5.5","5","0","0","0","1","0","1","0","1","0","0","0"
"552","MARRONE",217,NA,"
                        
                                                  D
                        

                        ","Crotone",7,5.27,8.86,NA,2.55,NA,NA,"84","D","Verona","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"553","MARTELLA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1896","D","Brescia","24","5.58","5.5","0","0","0","0","0","0","0","0","3","0","0"
"554","MARTINEZ L.",637,NA,"
                        
                                                  A
                        

                        ","Inter",43,69.72,82.93,69.4,101.17,NA,NA,"2764","A","Inter","35","6.21","7.29","12","0","0","3","2","1","3","0","7","1","0"
"555","MARTINEZ QUARTA",351,NA,"
                        
                                                  D
                        

                        ","Fiorentina",11,12.05,14.9,11.16,13.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556","MARUSIC",457,NA,"
                        
                                                  C
                        

                        ","Lazio",14,16.4,20.48,14.02,17.82,NA,NA,"2188","C","Lazio","15","6.14","6.54","2","0","0","0","0","0","1","0","3","0","0"
"557","MASIELLO",234,NA,"
                        
                                                  D
                        

                        ","Genoa",8,3.5,4.55,6.31,6.65,NA,NA,"15","D","Genoa","22","5.8","5.73","0","0","0","0","0","0","1","0","5","0","0"
"558","MASTINU",134,NA,"
                        
                                                  C
                        

                        ","Serie Minori",5,NA,NA,NA,11.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559","MATEJU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4373","D","Brescia","31","5.48","5.28","0","0","0","0","0","0","1","0","8","1","1"
"560","MATOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"92","A","Udinese","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"561","MATRI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"380","A","Sassuolo","8","5.67","5.33","0","0","0","0","0","0","0","0","1","1","0"
"562","MATTIELLO",220,NA,"
                        
                                                  C
                        

                        ","Spezia",7,NA,NA,NA,6.18,NA,NA,"106","D","Cagliari","18","6","5.97","0","0","0","0","0","0","1","0","3","0","0"
"563","MATUIDI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2306","C","Juventus","35","5.89","5.89","0","0","0","0","0","0","1","0","2","0","0"
"564","MAYORAL",584,NA,"
                        
                                                  A
                        

                        ","Roma",23,32.64,43.01,35.65,42.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"565","MAZZITELLI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1976","C","Sassuolo","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"566","MAZZOTTA",124,NA,"
                        
                                                  D
                        

                        ","Crotone",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567","MBAYE",97,NA,"
                        
                                                  D
                        

                        ","Bologna",4,NA,NA,NA,NA,NA,NA,"50","D","Bologna","20","5.63","5.61","0","0","0","0","0","0","2","0","5","0","0"
"568","MCKENNIE",585,NA,"
                        
                                                  C
                        

                        ","Juventus",23,26.86,33.46,24.64,27.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569","MECCARIELLO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4472","D","Lecce","14","5.73","5.95","1","0","0","0","0","0","0","0","2","0","0"
"570","MEDEL",373,NA,"
                        
                                                  C
                        

                        ","Bologna",12,NA,11.1,NA,11.62,NA,NA,"272","C","Bologna","23","5.91","5.65","0","0","0","0","0","0","0","0","10","1","0"
"571","MEITE",357,NA,"
                        
                                                  C
                        

                        ","Milan",11,12.62,15.21,11.13,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572","MEITE'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2789","C","Torino","33","5.64","5.59","0","0","0","0","0","0","1","0","5","0","0"
"573","MELEGONI",132,NA,"
                        
                                                  C
                        

                        ","Genoa",5,NA,2.53,NA,2.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574","MELI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4456","C","Fiorentina","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"575","MERET",219,NA,"
                        
                                                  P
                        

                        ","Napoli",7,6.91,9.32,7.15,10.09,NA,NA,"572","P","Napoli","22","6.16","4.8","0","33","1","0","0","0","0","0","0","0","0"
"576","MEROLA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4464","A","Inter","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"577","MERTENS",621,NA,"
                        
                                                  A
                        

                        ","Napoli",32,50.79,52.94,55.48,73.76,NA,NA,"410","A","Napoli","31","6.18","7.16","9","0","0","0","0","0","6","0","5","0","0"
"578","MESSIAS",512,NA,"
                        
                                                  A
                        

                        ","Crotone",16,20.99,24.45,20.37,24.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579","MICIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2794","A","Udinese","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"580","MIGUEL VELOSO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","C","Verona","34","6.06","6.32","3","0","0","0","0","0","0","3","6","0","0"
"581","MIHAILA",137,NA,"
                        
                                                  A
                        

                        ","Parma",5,NA,4.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582","MILENKOVIC",518,NA,"
                        
                                                  D
                        

                        ","Fiorentina",17,19.02,19.06,19.94,21.58,NA,NA,"2164","D","Fiorentina","37","6.18","6.46","5","0","0","0","0","0","0","0","9","0","0"
"583","MILIK",576,NA,"
                        
                                                  A
                        

                        ","Estero",22,NA,NA,NA,59.74,NA,NA,"2012","A","Napoli","26","6.1","7.27","11","0","0","0","0","0","0","0","5","0","0"
"584","MILINKOVIC-SAVIC",635,NA,"
                        
                                                  C
                        

                        ","Lazio",42,36.42,41.98,42.47,47.26,NA,NA,"645","C","Lazio","37","6.19","6.72","7","0","0","0","0","0","3","0","9","0","0"
"585","MILINKOVIC SAVIC",19,NA,"
                        
                                                  P
                        

                        ","Torino",1,1.21,1.37,1,1.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586","MILLI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4469","P","Lecce","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"587","MILLICO",117,NA,"
                        
                                                  A
                        

                        ","Serie Minori",5,NA,NA,NA,NA,NA,NA,"4346","A","Torino","11","5.67","5.67","0","0","0","0","0","0","0","0","0","0","0"
"588","MINALA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1936","C","Lazio","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"589","MINELLI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4480","D","Parma","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"590","MIRANCHUK",546,NA,"
                        
                                                  C
                        

                        ","Atalanta",18,19.78,21.95,26.75,29.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"591","MIRANTE",143,NA,"
                        
                                                  P
                        

                        ","Roma",5,5.04,5.95,4.46,6.83,NA,NA,"41","P","Roma","5","6.5","5.5","0","5","0","0","0","0","0","0","0","0","0"
"592","MISSIROLI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"529","C","SPAL","34","5.82","5.81","1","0","0","0","0","0","0","0","7","0","0"
"593","MKHITARYAN",630,NA,"
                        
                                                  C
                        

                        ","Roma",39,35.42,39.65,36.49,41.74,NA,NA,"2529","C","Roma","22","6.25","7.59","9","0","0","0","0","0","5","0","5","0","0"
"594","MOJICA",118,NA,"
                        
                                                  C
                        

                        ","Estero",5,NA,NA,NA,1.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"595","MOLINA",322,NA,"
                        
                                                  C
                        

                        ","Udinese",10,NA,NA,NA,10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"596","MOLINA",401,NA,"
                        
                                                  C
                        

                        ","Crotone",12,12.99,13.78,12.25,15.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"597","MONCINI",308,NA,"
                        
                                                  A
                        

                        ","Benevento",10,NA,NA,NA,NA,NA,NA,"2853","A","SPAL","4","5.33","5.33","0","0","0","0","0","0","0","0","0","0","0"
"598","MONTERISI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4952","D","Lecce","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"599","MONTIEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4353","C","Fiorentina","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"600","MORA",116,NA,"
                        
                                                  C
                        

                        ","Serie Minori",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"601","MORATA",612,NA,"
                        
                                                  A
                        

                        ","Juventus",29,41.23,45.37,48.51,48.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"602","MORO",40,NA,"
                        
                                                  A
                        

                        ","Lazio",1,NA,1.1,1.44,1.48,NA,NA,"4938","A","Lazio","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"603","MOROSINI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2106","C","Brescia","3","6","6","0","0","0","0","0","0","0","0","0","0","0"
"604","MOSES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2488","C","Inter","12","6.15","6.4","0","0","0","0","0","0","3","0","1","0","0"
"605","MULDUR",267,NA,"
                        
                                                  D
                        

                        ","Sassuolo",9,2.74,3.87,6.12,7.15,NA,NA,"4521","D","Sassuolo","24","6.02","6.32","2","0","0","0","0","0","2","0","4","0","0"
"606","MUNARI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1875","C","Parma","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"607","MURATORE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4926","C","Juventus","4","6","6","0","0","0","0","0","0","0","0","0","0","0"
"608","MURGIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003","C","SPAL","25","5.62","5.6","0","0","0","0","0","0","1","0","3","0","0"
"609","MURIEL",640,NA,"
                        
                                                  A
                        

                        ","Atalanta",49,42.87,56.29,48.51,57.78,NA,NA,"507","A","Atalanta","34","6.32","7.98","12","0","0","7","6","1","1","0","1","0","0"
"610","MURILLO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"259","D","Sampdoria","10","5.5","5.33","0","0","0","0","0","0","0","0","1","1","0"
"611","MURIQI",413,NA,"
                        
                                                  A
                        

                        ","Lazio",13,15.61,17.12,23.32,23.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"612","MURRU",237,NA,"
                        
                                                  D
                        

                        ","Torino",8,NA,3.65,NA,1.63,NA,NA,"1868","D","Sampdoria","28","5.54","5.35","0","0","0","0","0","0","0","0","4","1","1"
"613","MUSACCHIO",211,NA,"
                        
                                                  D
                        

                        ","Lazio",7,5.29,6.58,8.61,8.99,NA,NA,"2168","D","Milan","18","5.72","5.56","0","0","0","0","0","0","0","0","4","1","0"
"614","MUSSO",510,NA,"
                        
                                                  P
                        

                        ","Udinese",16,18.64,19.09,16.72,21.38,NA,NA,"2792","P","Udinese","38","6.28","5.08","0","51","2","0","0","0","0","0","1","0","0"
"615","MUSTACCHIO",129,NA,"
                        
                                                  C
                        

                        ","Serie Minori",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"616","N'KOULOU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2288","D","Torino","31","5.77","5.79","1","0","0","0","0","0","0","0","3","1","0"
"617","NAGY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1859","C","Bologna","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"618","NAINGGOLAN",527,NA,"
                        
                                                  C
                        

                        ","Cagliari",17,19.98,24.41,24.22,24.73,NA,NA,"467","C","Cagliari","26","6.4","7.19","6","0","0","0","0","0","5","0","5","0","0"
"619","NANDEZ",470,NA,"
                        
                                                  C
                        

                        ","Cagliari",15,18,21.87,16.31,19.25,NA,NA,"4514","C","Cagliari","35","6.27","6.33","2","0","0","0","0","0","3","0","14","0","0"
"620","NDOJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4447","C","Brescia","18","5.63","5.57","0","0","0","0","0","0","0","0","2","0","0"
"621","NESTOROVSKI",405,NA,"
                        
                                                  A
                        

                        ","Udinese",12,NA,12.32,NA,14.75,NA,NA,"1943","A","Udinese","28","5.86","6.24","3","0","0","0","0","0","1","0","4","0","0"
"622","NICOLAS",23,NA,"
                        
                                                  P
                        

                        ","Serie Minori",1,NA,NA,NA,0.95,NA,NA,"2271","P","Udinese","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"623","NICOLUSSI CAVIGLIA",82,NA,"
                        
                                                  C
                        

                        ","Parma",3,NA,NA,NA,NA,NA,NA,"4349","C","Juventus","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"624","NKOULOU",425,NA,"
                        
                                                  D
                        

                        ","Torino",13,14.89,14.99,13.64,16.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"625","NUYTINCK",419,NA,"
                        
                                                  D
                        

                        ","Udinese",13,14.39,17.55,12.34,15.07,NA,NA,"2280","D","Udinese","26","6.15","6.12","0","0","0","0","0","0","0","0","2","0","0"
"626","NZOLA M",617,NA,"
                        
                                                  A
                        

                        ","Spezia",30,32.69,35.2,38.19,43.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"627","NZONZI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2617","C","Roma","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"628","OBIANG",331,NA,"
                        
                                                  C
                        

                        ","Sassuolo",10,10.04,10.2,10.06,12.37,NA,NA,"4501","C","Sassuolo","25","5.81","5.65","1","0","0","0","0","0","0","0","10","0","1"
"629","ODDEI",47,NA,"
                        
                                                  A
                        

                        ","Sassuolo",1,NA,1.05,0.96,1.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630","OKAKA",561,NA,"
                        
                                                  A
                        

                        ","Udinese",20,21.92,27.18,18.09,22.93,NA,NA,"4324","A","Udinese","33","6.03","6.67","8","0","0","0","0","0","2","0","10","0","0"
"631","OKOLI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4432","D","Atalanta","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"632","OLIVA",250,NA,"
                        
                                                  C
                        

                        ","Estero",8,NA,NA,NA,NA,NA,NA,"4327","C","Cagliari","11","6.15","6.5","1","0","0","0","0","0","1","0","1","0","0"
"633","OLIVERA M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2087","D","Fiorentina","1","6.5","6.5","0","0","0","0","0","0","0","0","0","0","0"
"634","OLIVIERI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4928","A","Juventus","3","6.5","6.5","0","0","0","0","0","0","0","0","0","0","0"
"635","OLSEN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2836","P","Cagliari","17","6.41","4.94","0","24","0","0","0","0","0","0","0","1","0"
